"","species_name"
"579","Miconia smaragdina Naudin"
"580","Miconia laevigata (L.) DC."
"581","Miconia magdalenae Triana"
"582","Miconia inaequalifolia Triana"
"583","Miconia longifolia (Aubl.) DC."
"584","Miconia ternatifolia Triana"
"585","Miconia tetragona Cogn."
"586","Miconia collatata Wurdack"
"587","Miconia dolichorrhyncha Naudin"
"588","Miconia pubipetala Miq."
"589","Miconia stevensiana Almeda"
"590","Miconia corallina Spring ex Mart."
"591","Miconia sclerophylla Triana"
"592","Miconia petroniana Cogn. & Saldanha ex Cogn."
"593","Miconia shepherdii R.Goldenb. & Reginato"
"594","Miconia castaneiflora Naudin"
"595","Miconia hyemalis A.St.-Hil. & Naudin ex Naudin"
"596","Miconia lymanii Wurdack"
"597","Miconia angelana R.Romero & R.Goldenb."
"598","Miconia altissima Cogn."
"599","Miconia formosa Cogn."
"600","Miconia cabucu Hoehne"
"601","Miconia cinerascens Miq."
"602","Miconia baumgratziana R.Goldenb. & C.V.Martin"
"603","Miconia ruschiana Caddah & R.Goldenb."
"604","Miconia fasciculata Miq."
"605","Miconia racemifera (DC.) Triana"
"606","Miconia brunnea DC."
"607","Miconia willdenowii Klotzsch"
"608","Miconia robusta Cogn."
"609","Miconia flammea Casar."
"610","Miconia atlantica Caddah & R.Goldenb."
"611","Miconia dura Triana"
"612","Miconia penduliflora Cogn."
"613","Miconia pepericarpa DC."
"614","Miconia kollmannii R.Goldenb. & Reginato"
"615","Miconia buddlejoides Triana"
"616","Miconia discolor DC."
"617","Miconia capixaba R.Goldenb."
"618","Miconia octopetala Cogn."
"619","Miconia cipoensis R.Goldenb."
"620","Miconia cyathanthera Triana"
"621","Miconia cubatanensis Hoehne"
"622","Miconia setosociliata Cogn."
"623","Miconia amoena Triana"
"624","Miconia amnicola Wurdack"
"625","Miconia cowanii Wurdack"
"626","Miconia chrysophylla (Rich.) Urb."
"627","Miconia dichrophylla J.F.Macbr."
"628","Miconia punctata (Desr.) D.Don"
"629","Miconia rufescens Macfad. ex Griseb."
"630","Miconia tiliifolia Naudin"
"631","Miconia burchellii Triana"
"632","Miconia ferruginata DC."
"633","Miconia dispar Benth."
"634","Miconia heliotropoides Triana"
"635","Miconia macrothyrsa Benth."
"636","Miconia secundiflora Cogn."
"637","Miconia serialis DC."
"638","Miconia navioensis Wurdack"
"639","Miconia alborufescens Naudin"
"640","Miconia albicans (Sw.) Triana"
"641","Miconia lourteigiana Wurdack"
"642","Miconia hypoleuca (Benth.) Triana"
"643","Miconia longispicata Triana"
"644","Miconia suberosa Meirelles & R.Goldenb."
"645","Miconia crassinervia Cogn."
"646","Miconia argyrophylla DC."
"647","Miconia macuxi Meirelles, Caddah & R.Goldenb."
"648","Miconia pterocaulon Triana"
"649","Miconia cinerea Cogn."
"650","Miconia stenostachya (Schrank & C.Mart.) DC."
"651","Miconia fallax DC."
"652","Miconia kriegeriana Baumgratz & Chiaveg."
"653","Miconia polyandra Gardner"
"654","Miconia lepidota Steud. ex Naudin"
"655","Miconia rondoniensis Meirelles & R.Goldenb."
"656","Miconia valtheri Naudin"
"657","Miconia ruficalyx Gleason"
"658","Miconia oraria Wurdack"
"659","Miconia zubenetana J.F.Macbr."
"660","Miconia multispicata Naudin"
"661","Miconia eriodonta DC."
"662","Miconia bractiflora Gamba & Almeda"
"663","Miconia formicaria Gamba & Almeda"
"664","Miconia rufibarbis (Triana) Gamba & Almeda"
"665","Miconia spiciformis Gamba & Almeda"
"666","Miconia solearis (Naudin) Gamba & Almeda"
"667","Miconia laxivenula (Wurdack) Gamba & Almeda"
"668","Miconia sessilis Gamba & Almeda"
"669","Miconia boekei (Wurdack) Gamba & Almeda"
